Id,ManagementAreaId,SampleDate,Fat,Protein,ES,EQ,Bacteria,SomaticCellCount,Urea,FreezingPoint,Breed,Species,Target
2749,1901,2023-03-29,4.46,3.4,13.09,7.86,13,1521,675.0,0.557,Malagueña,Cabra,Veterinarian intervention
2750,1901,2023-03-31,4.5,3.42,13.14,7.92,20,1182,683.0,0.557,Malagueña,Cabra,Veterinarian intervention
2751,1901,2023-04-02,4.53,3.38,13.19,7.91,15,1010,633.0,0.557,Malagueña,Cabra,Treatment
2752,1902,2023-03-17,4.38,3.63,13.25,8.01,21,1567,712.0,0.559,Malagueña,Cabra,Treatment
2753,1902,2023-03-19,4.43,3.68,13.35,8.11,29,1559,694.0,0.558,Malagueña,Cabra,Treatment
2754,1902,2023-03-21,4.26,3.64,13.11,7.9,26,1276,586.0,0.555,Malagueña,Cabra,Treatment
2755,1902,2023-03-23,4.46,3.58,13.28,8.04,26,1126,541.0,0.552,Malagueña,Cabra,Treatment
2756,1902,2023-03-25,4.51,3.61,13.36,8.12,42,1202,699.0,0.555,Malagueña,Cabra,Treatment
2757,1902,2023-03-27,4.41,3.47,12.98,7.88,30,1239,522.0,0.553,Malagueña,Cabra,Treatment
2758,1902,2023-03-29,4.12,3.48,12.77,7.6,47,918,688.0,0.562,Malagueña,Cabra,Treatment
2759,1902,2023-03-31,4.43,3.64,13.28,8.07,34,1351,696.0,0.565,Malagueña,Cabra,Treatment
2760,1902,2023-04-02,4.09,3.53,12.78,7.62,320,990,697.0,0.562,Malagueña,Cabra,Veterinarian intervention
2694,1894,2023-03-09,4.47,3.52,9.19,7.99,68,2033,517.0,0.564,Payoya,Cabra,Treatment
2695,1894,2023-03-13,4.27,3.36,8.97,7.629999999999999,101,1701,504.0,0.562,Payoya,Cabra,Veterinarian intervention
2696,1894,2023-03-15,4.23,3.34,8.92,7.57,128,1825,527.0,0.561,Payoya,Cabra,Veterinarian intervention
2697,1906,2023-03-08,4.59,3.5,9.02,8.09,78,1035,634.0,0.554,Malagueña,Cabra,Treatment
2698,1906,2023-03-14,4.65,3.3,8.93,7.95,66,836,621.0,0.558,Malagueña,Cabra,Treatment
2699,1910,2023-03-06,5.98,4.18,9.8,10.16,20,978,448.0,0.552,Florida,Cabra,Veterinarian intervention
2700,1910,2023-03-10,6.04,4.36,10.05,10.4,52,1858,504.0,0.571,Florida,Cabra,Treatment
2701,1910,2023-03-14,5.48,3.96,9.62,9.440000000000001,615,1620,457.0,0.565,Florida,Cabra,Veterinarian intervention
2702,1908,2023-03-08,5.49,3.61,9.04,9.1,48,2149,657.0,0.568,Florida,Cabra,Veterinarian intervention
2703,1908,2023-03-14,5.05,3.51,8.99,8.559999999999999,48,1769,590.0,0.568,Florida,Cabra,Treatment
2704,1909,2023-03-09,5.16,3.9,9.37,9.06,26,2647,579.0,0.571,Florida,Cabra,Treatment
2705,1909,2023-03-12,4.85,3.69,9.22,8.54,221,2013,575.0,0.57,Florida,Cabra,Veterinarian intervention
2706,1907,2023-03-09,4.58,3.44,8.8,8.02,18,922,752.0,0.555,Malagueña,Cabra,Veterinarian intervention
2707,1907,2023-03-12,4.66,3.42,8.7,8.08,20,1351,771.0,0.555,Malagueña,Cabra,Veterinarian intervention
2761,1905,2023-03-20,4.92,3.91,14.33,8.83,0,1660,552.0,0.57,Murciano-granadina,Cabra,Treatment
2762,1905,2023-03-22,4.61,3.82,13.93,8.43,0,1523,413.0,0.571,Murciano-granadina,Cabra,Veterinarian intervention
2763,1905,2023-03-24,4.4,3.76,13.68,8.16,326,1275,596.0,0.565,Murciano-granadina,Cabra,Veterinarian intervention
2764,1905,2023-03-26,4.61,3.86,13.98,8.47,44,1612,617.0,0.566,Murciano-granadina,Cabra,Treatment
2765,1905,2023-03-28,4.59,3.81,13.79,8.4,0,1266,441.0,0.566,Murciano-granadina,Cabra,Veterinarian intervention
2766,1905,2023-03-30,4.41,3.78,13.64,8.19,0,1121,582.0,0.568,Murciano-granadina,Cabra,Treatment
2767,1905,2023-04-01,4.37,3.85,13.65,8.22,52,1355,578.0,0.57,Murciano-granadina,Cabra,Treatment
2768,1905,2023-04-03,4.53,3.91,13.81,8.44,440,2025,584.0,0.567,Murciano-granadina,Cabra,Veterinarian intervention
2770,1911,2023-04-03,4.92,3.51,8.43,8.43,59,2031,431.0,0.576,Murciano-granadina,Cabra,Treatment
2771,1911,2023-04-01,5.05,3.63,8.68,8.68,35,1692,455.0,0.577,Murciano-granadina,Cabra,Treatment
2772,1911,2023-03-30,4.87,3.51,8.38,8.379999999999999,19,1839,450.0,0.575,Murciano-granadina,Cabra,Treatment
2773,1911,2023-03-28,4.71,3.34,8.05,8.05,24,1344,460.0,0.569,Murciano-granadina,Cabra,Treatment
2774,1911,2023-03-26,4.88,3.35,8.23,8.23,14,1365,461.0,0.57,Murciano-granadina,Cabra,Treatment
2775,1911,2023-03-24,4.9,3.35,8.25,8.25,22,1463,483.0,0.577,Murciano-granadina,Cabra,Treatment
2776,1911,2023-03-22,4.84,3.3,8.14,8.14,15,1288,457.0,0.577,Murciano-granadina,Cabra,Treatment
2777,1911,2023-03-20,4.93,3.41,8.34,8.34,11,1231,480.0,0.571,Murciano-granadina,Cabra,Treatment
2778,1911,2023-03-18,4.93,3.44,8.37,8.37,15,1411,461.0,0.573,Murciano-granadina,Cabra,Treatment
2779,1911,2023-03-16,4.89,3.39,8.28,8.28,12,1429,447.0,0.568,Murciano-granadina,Cabra,Treatment
2780,1911,2023-03-14,4.75,3.41,8.16,8.16,23,1246,496.0,0.569,Murciano-granadina,Cabra,Treatment
2781,1911,2023-03-12,4.9,3.38,8.28,8.280000000000001,12,1089,505.0,0.571,Murciano-granadina,Cabra,Treatment
2782,1911,2023-03-10,4.72,3.41,8.13,8.129999999999999,15,1250,489.0,0.569,Murciano-granadina,Cabra,Treatment
2800,750,2023-04-03,4.54,3.63,8.17,8.17,0,982,507.0,0.564,Malagueña,Cabra,Treatment
2727,1867,2023-03-30,5.98,4.92,10.74,10.9,682,1062,0.0,0.585,Assaf,Oveja,Veterinarian intervention
2728,1867,2023-03-28,5.88,4.84,10.62,10.719999999999999,187,1045,0.0,0.578,Assaf,Oveja,Veterinarian intervention
2732,1903,2023-03-30,4.33,3.22,7.55,7.550000000000001,10,755,525.0,0.567,Malagueña,Cabra,Treatment
2783,1912,2023-04-01,5.15,3.44,8.59,8.59,36,1510,526.0,0.567,Murciano-granadina,Cabra,Treatment
2784,1912,2023-03-30,5.09,3.44,8.53,8.53,42,1672,521.0,0.564,Murciano-granadina,Cabra,Treatment
2785,1912,2023-03-28,5.01,3.39,8.4,8.4,36,1843,538.0,0.565,Murciano-granadina,Cabra,Treatment
2786,1912,2023-03-26,5.09,3.28,8.37,8.37,37,1636,556.0,0.563,Murciano-granadina,Cabra,Treatment
2787,1912,2023-03-24,5.38,3.35,8.73,8.73,30,1279,609.0,0.562,Murciano-granadina,Cabra,Treatment
2788,1912,2023-03-22,4.96,3.3,8.26,8.26,46,1024,606.0,0.564,Murciano-granadina,Cabra,Treatment
2789,1912,2023-03-20,5.26,3.38,8.64,8.64,24,1073,598.0,0.566,Murciano-granadina,Cabra,Treatment
2790,1912,2023-03-18,5.34,3.43,8.77,8.77,31,1218,615.0,0.561,Murciano-granadina,Cabra,Treatment
2791,1912,2023-03-16,5.24,3.41,8.65,8.65,32,1130,624.0,0.568,Murciano-granadina,Cabra,Treatment
2792,1912,2023-03-14,5.24,3.4,8.64,8.64,19,1484,634.0,0.559,Murciano-granadina,Cabra,Treatment
2793,1912,2023-03-12,5.41,3.4,8.81,8.81,20,792,612.0,0.566,Murciano-granadina,Cabra,Treatment
2794,1912,2023-03-10,5.49,3.4,8.89,8.89,29,923,610.0,0.555,Murciano-granadina,Cabra,Treatment
2795,750,2023-04-05,4.53,3.66,8.19,8.190000000000001,0,869,447.0,0.567,Malagueña,Cabra,Treatment
2796,1524,2023-04-05,4.1,3.74,7.84,7.84,16,1676,473.0,0.563,Florida,Cabra,Treatment
2797,1903,2023-04-05,4.34,3.26,7.6,7.6,37,808,597.0,0.565,Malagueña,Cabra,Treatment
2798,1894,2023-04-07,4.4,3.19,8.55,7.59,16,1738,606.0,0.557,Payoya,Cabra,Veterinarian intervention
2802,1898,2023-04-08,3.64,3.42,7.06,7.0600000000000005,12,1817,0.0,0.571,Florida,Cabra,Treatment
2803,1898,2023-04-05,3.61,3.41,7.02,7.02,0,1769,0.0,0.571,Florida,Cabra,Treatment
2804,1911,2023-04-07,5.19,3.72,8.91,8.91,103,2067,515.0,0.579,Murciano-granadina,Cabra,Veterinarian intervention
2805,1912,2023-04-07,5.32,3.43,8.75,8.75,119,1467,603.0,0.564,Murciano-granadina,Cabra,Veterinarian intervention
2806,1911,2023-04-09,5.27,3.65,8.92,8.92,109,1559,491.0,0.573,Murciano-granadina,Cabra,Veterinarian intervention
2807,1911,2023-04-05,5.12,3.74,8.86,8.86,86,2310,502.0,0.576,Murciano-granadina,Cabra,Treatment
2808,1912,2023-04-09,5.28,3.4,8.68,8.68,66,1113,604.0,0.567,Murciano-granadina,Cabra,Treatment
2809,1912,2023-04-05,5.24,3.41,8.65,8.65,34,1173,575.0,0.565,Murciano-granadina,Cabra,Treatment
2810,1912,2023-04-03,5.25,3.39,8.64,8.64,31,1189,565.0,0.568,Murciano-granadina,Cabra,Treatment
2821,1912,2023-04-11,5.15,3.36,8.51,8.51,22,871,596.0,0.546,Murciano-granadina,Cabra,Treatment
2822,1894,2023-04-09,4.42,3.19,8.58,7.609999999999999,21,1516,602.0,0.558,Payoya,Cabra,Veterinarian intervention
2846,750,2023-04-11,4.7,3.63,8.33,8.33,0,1086,452.0,0.558,Malagueña,Cabra,Treatment
2847,1524,2023-04-12,4.06,3.72,7.78,7.779999999999999,104,2274,437.0,0.556,Florida,Cabra,Treatment
2848,1867,2023-04-13,5.97,4.95,10.72,10.92,899,1065,0.0,0.581,Assaf,Oveja,Veterinarian intervention
2849,1867,2023-04-11,6.55,5.0,10.72,11.55,40,1070,0.0,0.582,Assaf,Oveja,Treatment
2850,1892,2023-04-10,4.94,3.52,9.08,8.46,31,1101,563.0,0.56,Payoya,Cabra,Treatment
2851,1903,2023-04-11,4.44,3.32,7.76,7.76,30,928,608.0,0.556,Malagueña,Cabra,Treatment
2852,1911,2023-04-13,4.9,3.57,8.47,8.47,64,1635,476.0,0.571,Murciano-granadina,Cabra,Treatment
2735,1903,2023-04-01,4.21,3.21,7.42,7.42,14,641,533.0,0.562,Malagueña,Cabra,Treatment
2769,1894,2023-04-01,4.51,3.21,8.63,7.72,17,1605,601.0,0.555,Payoya,Cabra,Veterinarian intervention
2823,1898,2023-04-12,3.7,3.43,7.13,7.130000000000001,16,1715,0.0,0.57,Florida,Cabra,Treatment
2835,1909,2023-03-16,5.76,3.54,9.05,9.3,21,1445,595.0,0.568,Florida,Cabra,Treatment
2836,1909,2023-03-20,4.58,3.45,8.92,8.030000000000001,19,1454,588.0,0.563,Florida,Cabra,Treatment
2837,1909,2023-03-24,4.62,3.41,8.94,8.030000000000001,18,1697,561.0,0.566,Florida,Cabra,Treatment
2838,1909,2023-03-28,4.45,3.4,8.88,7.85,20,1463,592.0,0.565,Florida,Cabra,Treatment
2843,1907,2023-03-16,4.41,3.42,8.72,7.83,10,1392,750.0,0.561,Malagueña,Cabra,Veterinarian intervention
2844,1907,2023-03-24,4.5,3.39,8.69,7.890000000000001,9,628,715.0,0.559,Malagueña,Cabra,Treatment
2845,1907,2023-03-28,4.32,3.49,8.83,7.8100000000000005,8,1080,756.0,0.564,Malagueña,Cabra,Veterinarian intervention
2910,1910,2023-04-13,4.6,3.31,8.96,7.91,76,759,429.0,0.562,Florida,Cabra,Veterinarian intervention
2911,1908,2023-04-04,4.39,3.46,8.81,7.85,37,981,647.0,0.556,Florida,Cabra,Veterinarian intervention
2912,1908,2023-04-11,4.03,3.48,8.81,7.51,112,1171,589.0,0.553,Florida,Cabra,Veterinarian intervention
2913,1908,2023-04-13,4.09,3.56,8.94,7.65,93,1001,619.0,0.558,Florida,Cabra,Veterinarian intervention
2914,1908,2023-04-17,3.92,3.5,8.84,7.42,100,1107,591.0,0.557,Florida,Cabra,Veterinarian intervention
2917,1909,2023-04-09,4.3,3.43,8.82,7.73,33,1119,618.0,0.561,Florida,Cabra,Veterinarian intervention
2918,1909,2023-04-17,4.19,3.35,8.74,7.540000000000001,46,1398,546.0,0.56,Florida,Cabra,Treatment
2919,1907,2023-04-01,4.26,3.5,8.79,7.76,13,700,752.0,0.557,Malagueña,Cabra,Veterinarian intervention
2920,1907,2023-04-07,4.23,3.58,8.86,7.8100000000000005,12,677,767.0,0.567,Malagueña,Cabra,Veterinarian intervention
2921,1907,2023-04-09,4.17,3.52,8.84,7.6899999999999995,11,741,747.0,0.569,Malagueña,Cabra,Veterinarian intervention
2922,1907,2023-04-13,3.96,3.46,8.74,7.42,13,863,713.0,0.563,Malagueña,Cabra,Treatment
2923,1907,2023-04-17,4.07,3.48,8.78,7.550000000000001,9,1439,669.0,0.569,Malagueña,Cabra,Treatment
2935,1901,2023-04-14,4.32,3.32,12.83,7.64,29,1180,668.0,0.562,Malagueña,Cabra,Veterinarian intervention
2936,1901,2023-04-16,4.36,3.33,12.91,7.69,31,1208,689.0,0.56,Malagueña,Cabra,Veterinarian intervention
2937,1901,2023-04-18,4.41,3.35,12.98,7.76,13,1012,654.0,0.56,Malagueña,Cabra,Treatment
2938,1901,2023-04-20,4.42,3.41,13.15,7.83,13,1409,682.0,0.561,Malagueña,Cabra,Veterinarian intervention
2939,1901,2023-04-22,4.45,3.42,13.19,7.87,19,1225,636.0,0.559,Malagueña,Cabra,Treatment
2940,1902,2023-04-14,3.92,3.5,12.47,7.42,69,1130,706.0,0.56,Malagueña,Cabra,Treatment
2941,1902,2023-04-16,4.06,3.66,12.8,7.72,63,1015,709.0,0.563,Malagueña,Cabra,Treatment
2942,1902,2023-04-18,3.96,3.56,12.6,7.52,25,965,717.0,0.565,Malagueña,Cabra,Treatment
2943,1902,2023-04-20,3.97,3.64,12.82,7.61,35,1023,689.0,0.56,Malagueña,Cabra,Treatment
2944,1902,2023-04-22,4.07,3.62,12.95,7.69,37,765,704.0,0.562,Malagueña,Cabra,Treatment
2945,1905,2023-04-15,4.77,3.97,14.12,8.74,129,2422,435.0,0.574,Murciano-granadina,Cabra,Veterinarian intervention
2946,1905,2023-04-17,4.78,3.93,14.15,8.71,624,2750,486.0,0.572,Murciano-granadina,Cabra,Veterinarian intervention
2947,1905,2023-04-21,4.88,3.9,14.26,8.78,244,2665,612.0,0.569,Murciano-granadina,Cabra,Veterinarian intervention
2948,1905,2023-04-23,5.06,3.95,14.53,9.01,101,2683,583.0,0.572,Murciano-granadina,Cabra,Veterinarian intervention
2824,1906,2023-03-17,4.58,3.42,9.08,8.0,62,991,611.0,0.566,Malagueña,Cabra,Treatment
2825,1906,2023-03-21,4.57,3.47,9.02,8.040000000000001,99,951,642.0,0.563,Malagueña,Cabra,Treatment
2826,1906,2023-03-23,4.46,3.43,9.0,7.890000000000001,52,739,644.0,0.564,Malagueña,Cabra,Treatment
2827,1906,2023-03-28,4.44,3.43,8.99,7.870000000000001,34,684,650.0,0.564,Malagueña,Cabra,Veterinarian intervention
2828,1910,2023-03-17,5.66,3.91,9.61,9.57,78,1211,463.0,0.569,Florida,Cabra,Veterinarian intervention
2829,1910,2023-03-20,5.21,3.95,9.65,9.16,103,1229,424.0,0.568,Florida,Cabra,Veterinarian intervention
2830,1910,2023-03-26,5.65,3.54,9.29,9.190000000000001,45,1048,461.0,0.572,Florida,Cabra,Veterinarian intervention
2831,1910,2023-03-29,5.06,3.43,9.17,8.49,205,874,459.0,0.571,Florida,Cabra,Veterinarian intervention
2832,1908,2023-03-16,4.99,3.48,8.93,8.47,124,1805,602.0,0.565,Florida,Cabra,Veterinarian intervention
2833,1908,2023-03-21,4.44,3.51,8.83,7.95,60,1213,664.0,0.556,Florida,Cabra,Veterinarian intervention
2834,1908,2023-03-28,4.51,3.51,8.88,8.02,104,1320,626.0,0.557,Florida,Cabra,Veterinarian intervention
2949,750,2023-04-23,4.2,3.62,7.82,7.82,0,980,621.0,0.561,Malagueña,Cabra,Treatment
2950,750,2023-04-21,4.22,3.64,7.86,7.859999999999999,0,1077,546.0,0.558,Malagueña,Cabra,Treatment
2951,1867,2023-04-22,5.61,4.83,10.57,10.440000000000001,69,1065,0.0,0.575,Assaf,Oveja,Treatment
2952,1911,2023-04-25,4.6,3.29,7.89,7.89,44,1198,474.0,0.566,Murciano-granadina,Cabra,Treatment
2958,750,2023-04-25,4.29,3.71,8.0,8.0,19,1125,443.0,0.564,Malagueña,Cabra,Treatment
2959,1524,2023-04-26,3.95,3.44,7.39,7.390000000000001,76,2855,508.0,0.545,Florida,Cabra,Treatment
2960,1867,2023-04-26,5.9,4.87,10.7,10.77,38,901,0.0,0.58,Assaf,Oveja,Treatment
2961,1867,2023-04-24,5.77,4.89,10.73,10.66,40,888,0.0,0.582,Assaf,Oveja,Treatment
2962,1892,2023-04-24,5.02,3.42,9.01,8.44,13,757,613.0,0.559,Payoya,Cabra,Treatment
2963,1893,2023-04-24,3.83,3.48,8.74,7.3100000000000005,22,1782,650.0,0.554,Payoya,Cabra,Veterinarian intervention
2964,1911,2023-04-27,4.42,3.27,7.69,7.6899999999999995,17,1135,480.0,0.57,Murciano-granadina,Cabra,Treatment
2966,1898,2023-04-28,3.48,3.43,6.91,6.91,23,2006,0.0,0.579,Florida,Cabra,Treatment
2970,1901,2023-04-24,4.28,3.34,12.85,7.62,28,1479,499.0,0.549,Malagueña,Cabra,Treatment
2971,1901,2023-04-26,4.25,3.33,12.86,7.58,14,1342,646.0,0.562,Malagueña,Cabra,Treatment
2972,1902,2023-04-24,4.18,3.6,12.99,7.78,125,1153,630.0,0.563,Malagueña,Cabra,Veterinarian intervention
2973,1902,2023-04-26,4.0,3.58,12.8,7.58,26,927,793.0,0.562,Malagueña,Cabra,Veterinarian intervention
2974,1905,2023-04-25,4.74,3.89,14.25,8.63,57,1686,469.0,0.573,Murciano-granadina,Cabra,Veterinarian intervention
2975,1905,2023-04-29,4.5,3.92,13.93,8.42,0,2161,578.0,0.573,Murciano-granadina,Cabra,Treatment
2976,750,2023-04-29,4.25,3.7,7.95,7.95,29,1285,437.0,0.567,Malagueña,Cabra,Treatment
2977,750,2023-04-27,4.34,3.78,8.12,8.12,0,1186,483.0,0.565,Malagueña,Cabra,Treatment
2978,1867,2023-05-02,5.73,4.7,10.56,10.43,3246,976,0.0,0.588,Assaf,Oveja,Veterinarian intervention
2979,1867,2023-05-01,5.37,4.78,10.67,10.15,33,910,0.0,0.582,Assaf,Oveja,Treatment
2980,1867,2023-04-29,5.62,4.57,10.36,10.190000000000001,30,888,0.0,0.574,Assaf,Oveja,Treatment
2981,1898,2023-04-30,3.61,3.39,7.0,7.0,39,1964,0.0,0.581,Florida,Cabra,Treatment
2875,750,2023-04-15,4.51,3.58,8.09,8.09,0,891,435.0,0.563,Malagueña,Cabra,Treatment
2876,1524,2023-04-14,4.08,3.73,7.81,7.8100000000000005,0,2399,434.0,0.552,Florida,Cabra,Treatment
2878,1894,2023-04-13,3.71,3.18,8.57,6.890000000000001,93,1984,505.0,0.558,Payoya,Cabra,Treatment
2890,1911,2023-04-19,4.93,3.38,8.31,8.309999999999999,30,1257,501.0,0.568,Murciano-granadina,Cabra,Treatment
2891,1912,2023-04-17,5.11,3.6,8.71,8.71,59,1225,636.0,0.563,Murciano-granadina,Cabra,Treatment
2892,1894,2023-04-16,4.41,3.25,8.54,7.66,21,2846,529.0,0.556,Payoya,Cabra,Veterinarian intervention
2894,1867,2023-04-18,5.92,4.85,10.68,10.77,86,887,0.0,0.582,Assaf,Oveja,Treatment
2895,1898,2023-04-20,3.69,3.46,7.15,7.15,0,1802,0.0,0.569,Florida,Cabra,Treatment
2928,1898,2023-04-22,3.67,3.41,7.08,7.08,0,849,0.0,0.572,Florida,Cabra,Treatment
2929,1903,2023-04-24,4.3,3.25,7.55,7.55,71,711,638.0,0.559,Malagueña,Cabra,Treatment
2930,1912,2023-04-22,5.82,3.57,9.39,9.39,53,1279,645.0,0.562,Murciano-granadina,Cabra,Treatment
2931,1912,2023-04-21,4.82,3.44,8.26,8.26,202,981,649.0,0.555,Murciano-granadina,Cabra,Veterinarian intervention
2967,1903,2023-04-27,4.5,3.22,7.72,7.720000000000001,94,772,640.0,0.574,Malagueña,Cabra,Treatment
2982,1911,2023-04-29,4.48,3.21,7.69,7.69,19,1134,490.0,0.57,Murciano-granadina,Cabra,Treatment
2995,750,2023-05-03,4.23,3.6,7.83,7.83,0,1245,538.0,0.556,Malagueña,Cabra,Treatment
2996,1524,2023-05-04,4.19,3.41,7.6,7.6000000000000005,23,2687,433.0,0.557,Florida,Cabra,Treatment
2997,1867,2023-05-04,5.83,4.67,10.53,10.5,1114,936,0.0,0.583,Assaf,Oveja,Veterinarian intervention
2998,1898,2023-05-04,3.95,3.37,7.32,7.32,0,2088,0.0,0.576,Florida,Cabra,Treatment
2999,1903,2023-05-03,4.7,3.2,7.9,7.9,14,1597,604.0,0.572,Malagueña,Cabra,Treatment
3008,1911,2023-05-05,4.33,3.17,7.5,7.5,61,1125,467.0,0.566,Murciano-granadina,Cabra,Treatment
3009,1912,2023-05-04,5.27,3.31,8.58,8.58,22,1504,567.0,0.559,Murciano-granadina,Cabra,Treatment
3010,1906,2023-04-20,4.31,3.39,8.86,7.699999999999999,61,1787,575.0,0.553,Malagueña,Cabra,Treatment
3011,1906,2023-04-26,4.27,3.32,8.81,7.59,155,608,567.0,0.558,Malagueña,Cabra,Veterinarian intervention
3012,1910,2023-04-21,4.39,3.23,8.95,7.619999999999999,53,1054,404.0,0.563,Florida,Cabra,Veterinarian intervention
3013,1910,2023-04-24,4.29,3.35,8.99,7.640000000000001,199,864,411.0,0.566,Florida,Cabra,Veterinarian intervention
3014,1908,2023-04-21,4.07,3.45,8.8,7.5200000000000005,114,1251,569.0,0.552,Florida,Cabra,Veterinarian intervention
3015,1908,2023-04-26,4.17,3.57,8.91,7.74,128,1407,557.0,0.561,Florida,Cabra,Veterinarian intervention
3016,1909,2023-04-21,4.24,3.32,8.7,7.5600000000000005,50,1666,547.0,0.561,Florida,Cabra,Treatment
3017,1909,2023-04-25,4.25,3.43,8.76,7.68,55,2094,560.0,0.566,Florida,Cabra,Treatment
3018,1907,2023-04-21,3.94,3.47,8.78,7.41,23,1014,672.0,0.562,Malagueña,Cabra,Treatment
3019,1907,2023-04-25,3.87,3.44,8.74,7.3100000000000005,14,774,648.0,0.561,Malagueña,Cabra,Treatment
3020,1898,2023-05-08,4.11,3.46,7.57,7.57,34,2585,0.0,0.572,Florida,Cabra,Veterinarian intervention
3022,1911,2023-05-07,4.6,3.16,7.76,7.76,17,1229,495.0,0.563,Murciano-granadina,Cabra,Treatment
3023,1912,2023-05-07,5.08,3.26,8.34,8.34,29,1481,547.0,0.559,Murciano-granadina,Cabra,Treatment
3024,750,2023-05-07,4.29,3.51,7.8,7.8,52,1175,581.0,0.552,Malagueña,Cabra,Treatment
2879,750,2023-04-13,4.4,3.68,8.08,8.08,24,923,507.0,0.57,Malagueña,Cabra,Treatment
2880,1524,2023-04-16,3.93,3.69,7.62,7.62,38,2551,416.0,0.556,Florida,Cabra,Treatment
2881,1892,2023-04-17,5.08,3.47,9.03,8.55,10,876,583.0,0.561,Payoya,Cabra,Treatment
2882,1893,2023-04-17,4.17,3.44,8.72,7.609999999999999,94,1806,562.0,0.556,Payoya,Cabra,Treatment
2883,1903,2023-04-15,4.52,3.32,7.84,7.84,15,885,614.0,0.563,Malagueña,Cabra,Treatment
2884,1911,2023-04-17,4.83,3.4,8.23,8.23,96,1307,466.0,0.57,Murciano-granadina,Cabra,Treatment
2885,1911,2023-04-15,4.9,3.46,8.36,8.36,50,1188,492.0,0.569,Murciano-granadina,Cabra,Treatment
2886,1912,2023-04-15,5.21,3.58,8.79,8.79,62,1113,616.0,0.564,Murciano-granadina,Cabra,Treatment
2927,1894,2023-04-20,4.0,3.09,8.43,7.09,24,2237,531.0,0.557,Payoya,Cabra,Veterinarian intervention
2953,1524,2023-04-24,4.1,3.58,7.68,7.68,36,3175,470.0,0.554,Florida,Cabra,Treatment
2954,1524,2023-04-22,3.96,3.65,7.61,7.609999999999999,24,3509,486.0,0.559,Florida,Cabra,Veterinarian intervention
2955,1898,2023-04-26,3.71,3.48,7.19,7.1899999999999995,0,2329,0.0,0.576,Florida,Cabra,Treatment
2956,1903,2023-04-25,4.47,3.22,7.69,7.6899999999999995,11,779,604.0,0.566,Malagueña,Cabra,Treatment
2957,1912,2023-04-25,5.04,3.54,8.58,8.58,48,990,655.0,0.566,Murciano-granadina,Cabra,Treatment
2983,750,2023-05-01,4.2,3.62,7.82,7.82,30,1142,477.0,0.56,Malagueña,Cabra,Treatment
2984,1892,2023-05-01,4.21,3.33,8.87,7.54,11,922,639.0,0.554,Payoya,Cabra,Treatment
2985,1893,2023-05-01,3.73,3.39,8.63,7.12,16,2133,553.0,0.547,Payoya,Cabra,Treatment
2986,1898,2023-05-02,3.62,3.38,7.0,7.0,104,2038,0.0,0.58,Florida,Cabra,Veterinarian intervention
2987,1911,2023-05-01,4.31,3.18,7.49,7.49,36,1152,467.0,0.566,Murciano-granadina,Cabra,Treatment
2988,1912,2023-05-01,5.1,3.35,8.45,8.45,27,1396,610.0,0.564,Murciano-granadina,Cabra,Treatment
3025,750,2023-05-05,4.24,3.62,7.86,7.86,0,1207,544.0,0.548,Malagueña,Cabra,Treatment
3026,1898,2023-05-06,3.9,3.36,7.26,7.26,0,1845,0.0,0.571,Florida,Cabra,Treatment
3027,1903,2023-05-07,4.72,3.19,7.91,7.91,10,852,580.0,0.56,Malagueña,Cabra,Treatment
3028,1524,2023-05-08,4.24,3.37,7.61,7.61,69,2356,452.0,0.547,Florida,Cabra,Treatment
3029,1524,2023-05-06,4.22,3.38,7.6,7.6,16,2286,457.0,0.552,Florida,Cabra,Treatment
3030,1867,2023-05-08,6.79,4.6,10.59,11.39,29,1099,0.0,0.58,Assaf,Oveja,Treatment
3031,1867,2023-05-06,6.18,4.82,10.74,11.0,33,1000,0.0,0.584,Assaf,Oveja,Treatment
3032,1893,2023-05-08,4.04,3.28,8.56,7.32,19,2124,552.0,0.558,Payoya,Cabra,Treatment
3033,1911,2023-05-09,4.25,3.15,7.4,7.4,37,1026,459.0,0.567,Murciano-granadina,Cabra,No treatment
3036,1901,2023-05-02,3.92,3.47,12.55,7.39,0,1383,503.0,0.575,Malagueña,Cabra,Treatment
3037,1901,2023-05-04,4.17,3.34,12.75,7.51,24,2127,526.0,0.559,Malagueña,Cabra,Treatment
3038,1901,2023-05-06,4.08,3.37,12.73,7.45,17,1580,493.0,0.555,Malagueña,Cabra,Treatment
2989,1524,2023-05-02,4.23,3.45,7.68,7.680000000000001,30,3146,481.0,0.557,Florida,Cabra,Treatment
2990,1524,2023-04-30,4.11,3.33,7.44,7.44,72,2754,511.0,0.549,Florida,Cabra,Treatment
2991,1524,2023-04-28,4.15,3.37,7.52,7.5200000000000005,61,2815,518.0,0.546,Florida,Cabra,Treatment
2992,1903,2023-05-01,4.56,3.2,7.76,7.76,13,1092,615.0,0.569,Malagueña,Cabra,Treatment
2993,1903,2023-04-29,4.8,3.17,7.97,7.97,0,936,667.0,0.562,Malagueña,Cabra,Treatment
2994,1911,2023-05-03,4.29,3.18,7.47,7.470000000000001,0,1144,477.0,0.565,Murciano-granadina,Cabra,Treatment
3078,1905,2023-05-15,4.81,3.89,14.26,8.7,0,2286,430.0,0.571,Murciano-granadina,Cabra,Veterinarian intervention
