Id,ManagementAreaId,SampleDate,EQ,SomaticCellCount,Fat,Protein,Bacteria,Urea,ES,FreezingPoint,Breed,Species,Target
2307,1894,2023-01-19,9.05,1805,5.36,3.69,85,567.0,9.15,0.561,Payoya,Goat,42.0
2710,1894,2023-02-28,10.01,2899,5.83,4.18,66,587.0,9.66,0.564,Payoya,Goat,Veterinarian intervention
2694,1894,2023-03-09,7.99,2033,4.47,3.52,68,517.0,9.19,0.564,Payoya,Goat,"[38, 40, 42]"
2695,1894,2023-03-13,7.629999999999999,1701,4.27,3.36,101,504.0,8.97,0.562,Payoya,Goat,Veterinarian intervention
2696,1894,2023-03-15,7.57,1825,4.23,3.34,128,527.0,8.92,0.561,Payoya,Goat,Veterinarian intervention
2798,1894,2023-04-07,7.59,1738,4.4,3.19,16,606.0,8.55,0.557,Payoya,Goat,Veterinarian intervention
2822,1894,2023-04-09,7.609999999999999,1516,4.42,3.19,21,602.0,8.58,0.558,Payoya,Goat,Veterinarian intervention
2769,1894,2023-04-01,7.72,1605,4.51,3.21,17,601.0,8.63,0.555,Payoya,Goat,Veterinarian intervention
2878,1894,2023-04-13,6.890000000000001,1984,3.71,3.18,93,505.0,8.57,0.558,Payoya,Goat,1.0
2892,1894,2023-04-16,7.66,2846,4.41,3.25,21,529.0,8.54,0.556,Payoya,Goat,Veterinarian intervention
2927,1894,2023-04-20,7.09,2237,4.0,3.09,24,531.0,8.43,0.557,Payoya,Goat,Veterinarian intervention
3403,1894,2023-06-22,6.84,3638,3.56,3.28,27,529.0,8.38,0.562,Payoya,Goat,Veterinarian intervention
3404,1894,2023-06-26,6.85,2378,3.59,3.26,22,555.0,8.37,0.557,Payoya,Goat,Veterinarian intervention
3405,1894,2023-06-29,6.73,2128,3.49,3.24,146,623.0,8.36,0.564,Payoya,Goat,Veterinarian intervention
3406,1894,2023-06-30,6.27,1491,3.05,3.22,21,627.0,8.38,0.565,Payoya,Goat,Veterinarian intervention
3407,1894,2023-07-02,6.7,3634,3.5,3.2,25,694.0,8.24,0.56,Payoya,Goat,Veterinarian intervention
3408,1894,2023-07-03,6.130000000000001,1779,2.99,3.14,18,653.0,8.25,0.556,Payoya,Goat,Veterinarian intervention
3540,1894,2023-07-05,6.59,2121,3.43,3.16,34,656.0,8.23,0.559,Payoya,Goat,Veterinarian intervention
3541,1894,2023-07-06,6.23,1731,3.04,3.19,15,655.0,8.3,0.562,Payoya,Goat,Veterinarian intervention
3542,1894,2023-07-08,6.6,1826,3.4,3.2,18,671.0,8.27,0.56,Payoya,Goat,Veterinarian intervention
3543,1894,2023-07-09,6.33,2174,3.15,3.18,23,624.0,8.28,0.56,Payoya,Goat,Veterinarian intervention
3544,1894,2023-07-11,6.83,2430,3.66,3.17,34,741.0,8.26,0.565,Payoya,Goat,Veterinarian intervention
3545,1894,2023-07-12,6.47,2673,3.36,3.11,24,637.0,8.16,0.558,Payoya,Goat,Veterinarian intervention
3630,1894,2023-07-13,6.6,2827,3.42,3.18,31,697.0,8.27,0.571,Payoya,Goat,Veterinarian intervention
3631,1894,2023-07-14,6.55,2349,3.33,3.22,39,698.0,8.28,0.572,Payoya,Goat,Veterinarian intervention
3632,1894,2023-07-15,6.33,2357,3.11,3.22,24,677.0,8.31,0.568,Payoya,Goat,Veterinarian intervention
3633,1894,2023-07-17,6.86,2930,3.56,3.3,26,691.0,8.36,0.565,Payoya,Goat,Veterinarian intervention
3634,1894,2023-07-18,6.52,2403,3.23,3.29,46,631.0,8.37,0.561,Payoya,Goat,Veterinarian intervention
3588,1894,2023-07-10,5.79,2338,2.73,3.06,26,627.0,8.09,0.551,Payoya,Goat,Veterinarian intervention
1804,1894,2022-08-15,6.89,2719,3.63,3.26,85,768.0,8.34,0.566,Payoya,Goat,Veterinarian intervention
1805,1894,2022-08-12,7.029999999999999,2686,3.76,3.27,29,615.0,8.3,0.563,Payoya,Goat,Veterinarian intervention
1951,1894,2022-09-28,8.07,4327,4.27,3.8,44,680.0,8.8,0.559,Payoya,Goat,Veterinarian intervention
1966,1894,2022-10-04,8.2,3614,4.36,3.84,305,636.0,8.88,0.561,Payoya,Goat,Veterinarian intervention
1967,1894,2022-10-01,7.859999999999999,3381,4.08,3.78,50,538.0,8.81,0.564,Payoya,Goat,Veterinarian intervention
1985,1894,2022-10-07,8.18,2011,4.29,3.89,127,620.0,9.11,0.559,Payoya,Goat,Veterinarian intervention
1688,1894,2022-07-15,6.59,1706,3.37,3.22,22,597.0,8.49,0.565,Payoya,Goat,Veterinarian intervention
1689,1894,2022-07-14,6.95,2475,3.71,3.24,12,587.0,8.48,0.561,Payoya,Goat,Veterinarian intervention
1690,1894,2022-07-10,7.1,2447,3.87,3.23,19,689.0,8.48,0.559,Payoya,Goat,Veterinarian intervention
1691,1894,2022-07-07,6.93,2531,3.69,3.24,24,568.0,8.53,0.559,Payoya,Goat,Veterinarian intervention
1692,1894,2022-07-04,6.81,2014,3.57,3.24,14,660.0,8.52,0.558,Payoya,Goat,Veterinarian intervention
1693,1894,2022-07-01,6.83,2003,3.56,3.27,14,543.0,8.62,0.561,Payoya,Goat,1.0
1694,1894,2022-06-26,7.32,3076,3.99,3.33,21,542.0,8.58,0.553,Payoya,Goat,Veterinarian intervention
1695,1894,2022-06-23,7.03,2884,3.72,3.31,21,694.0,8.56,0.56,Payoya,Goat,Veterinarian intervention
1696,1894,2022-06-20,7.13,2906,3.97,3.16,14,637.0,8.4,0.557,Payoya,Goat,Veterinarian intervention
1697,1894,2022-06-17,6.64,2180,3.46,3.18,96,467.0,8.52,0.559,Payoya,Goat,Veterinarian intervention
1698,1894,2022-06-09,7.08,2604,3.69,3.39,24,496.0,8.75,0.557,Payoya,Goat,Veterinarian intervention
1699,1894,2022-06-06,7.91,3204,4.22,3.69,60,570.0,9.04,0.559,Payoya,Goat,Veterinarian intervention
1700,1894,2022-06-04,6.85,2531,3.35,3.5,32,564.0,8.88,0.556,Payoya,Goat,Veterinarian intervention
1701,1894,2022-05-30,7.53,2397,3.98,3.55,49,615.0,8.95,0.56,Payoya,Goat,Veterinarian intervention
1702,1894,2022-05-27,7.57,2351,3.89,3.68,21,577.0,9.06,0.561,Payoya,Goat,Veterinarian intervention
1703,1894,2022-05-22,7.95,2617,4.09,3.86,25,614.0,9.22,0.56,Payoya,Goat,Veterinarian intervention
1704,1894,2022-05-18,8.27,2940,4.14,4.13,38,589.0,9.42,0.56,Payoya,Goat,Veterinarian intervention
1705,1894,2022-05-15,8.58,5198,4.09,4.49,35,616.0,9.7,0.561,Payoya,Goat,Veterinarian intervention
1706,1894,2022-05-03,8.07,3453,4.05,4.02,19,441.0,9.3,0.562,Payoya,Goat,Veterinarian intervention
1898,1894,2022-09-17,7.6899999999999995,4485,4.13,3.56,17,685.0,8.52,0.555,Payoya,Goat,Veterinarian intervention
1899,1894,2022-09-12,7.17,2174,3.73,3.44,21,646.0,8.5,0.558,Payoya,Goat,Veterinarian intervention
1900,1894,2022-09-08,7.02,2488,3.6,3.42,15,617.0,8.43,0.558,Payoya,Goat,Veterinarian intervention
1718,1894,2022-07-22,6.68,2169,3.48,3.2,14,665.0,8.36,0.559,Payoya,Goat,Veterinarian intervention
1719,1894,2022-07-21,6.66,3297,3.45,3.21,17,616.0,8.37,0.56,Payoya,Goat,Veterinarian intervention
1720,1894,2022-07-19,6.61,1694,3.44,3.17,33,626.0,8.33,0.563,Payoya,Goat,Veterinarian intervention
2131,1894,2022-11-30,11.7,14005,6.62,5.08,2925,501.0,10.2,0.572,Payoya,Goat,Veterinarian intervention
2132,1894,2022-11-25,12.35,17448,7.34,5.01,2762,533.0,10.02,0.57,Payoya,Goat,Veterinarian intervention
2133,1894,2022-11-18,8.559999999999999,3911,4.46,4.1,53,724.0,9.36,0.564,Payoya,Goat,Veterinarian intervention
2134,1894,2022-10-27,7.92,2715,4.15,3.77,30,669.0,8.99,0.56,Payoya,Goat,Veterinarian intervention
2014,1894,2022-10-21,7.76,3337,4.08,3.68,41,591.0,8.83,0.555,Payoya,Goat,Veterinarian intervention
2015,1894,2022-10-17,8.18,2659,4.37,3.81,35,613.0,9.01,0.559,Payoya,Goat,Veterinarian intervention
2016,1894,2022-10-15,8.25,2614,4.39,3.86,36,614.0,9.06,0.557,Payoya,Goat,Veterinarian intervention
2095,1894,2022-11-22,10.469999999999999,8887,5.76,4.71,556,623.0,9.69,0.564,Payoya,Goat,Veterinarian intervention
1950,1894,2022-09-23,7.140000000000001,4750,3.48,3.66,32,650.0,8.6,0.562,Payoya,Goat,Veterinarian intervention
2627,1894,2023-03-03,8.91,2277,4.99,3.92,151,584.0,9.51,0.561,Payoya,Goat,Veterinarian intervention
2628,1894,2023-03-05,8.69,2050,4.92,3.77,39,568.0,9.4,0.558,Payoya,Goat,"[38, 39, 40, 42, 46, 47]"
2655,1894,2023-03-15,7.57,1825,4.23,3.34,128,527.0,8.92,0.561,Payoya,Goat,Veterinarian intervention
2656,1894,2023-03-13,7.629999999999999,1701,4.27,3.36,101,504.0,8.97,0.562,Payoya,Goat,Veterinarian intervention
2682,1894,2023-03-16,7.32,1944,4.08,3.24,57,502.0,8.89,0.564,Payoya,Goat,"[38, 40, 42]"
2686,1894,2023-03-20,7.64,1689,4.35,3.29,56,553.0,8.82,0.559,Payoya,Goat,"[38, 40, 42]"
2717,1894,2023-03-26,7.88,2081,4.63,3.25,53,583.0,8.73,0.56,Payoya,Goat,"[38, 40, 42]"
2726,1894,2023-03-27,6.88,1352,3.75,3.13,18,563.0,8.69,0.557,Payoya,Goat,1.0
3084,1894,2023-04-23,7.21,2772,3.96,3.25,35,555.0,8.47,0.559,Payoya,Goat,Veterinarian intervention
3085,1894,2023-04-30,6.88,2495,3.79,3.09,16,558.0,8.38,0.562,Payoya,Goat,Veterinarian intervention
3086,1894,2023-05-01,6.57,3320,3.38,3.19,20,508.0,8.4,0.561,Payoya,Goat,Veterinarian intervention
3087,1894,2023-05-06,7.130000000000001,3314,3.95,3.18,127,512.0,8.35,0.56,Payoya,Goat,Veterinarian intervention
3088,1894,2023-05-09,7.01,3547,3.85,3.16,25,477.0,8.28,0.557,Payoya,Goat,Veterinarian intervention
3089,1894,2023-05-12,6.99,2305,3.86,3.13,17,492.0,8.31,0.561,Payoya,Goat,Veterinarian intervention
3090,1894,2023-05-13,6.53,3285,3.35,3.18,14,417.0,8.36,0.559,Payoya,Goat,Veterinarian intervention
3208,1894,2023-05-14,6.83,2556,3.64,3.19,14,468.0,8.37,0.561,Payoya,Goat,Veterinarian intervention
3209,1894,2023-05-19,6.890000000000001,2429,3.67,3.22,27,419.0,8.45,0.562,Payoya,Goat,Veterinarian intervention
3210,1894,2023-05-24,7.26,2791,4.0,3.26,36,468.0,8.45,0.558,Payoya,Goat,Veterinarian intervention
3211,1894,2023-05-26,7.08,2928,3.81,3.27,36,421.0,8.44,0.557,Payoya,Goat,Veterinarian intervention
3212,1894,2023-05-29,7.29,3593,3.98,3.31,21,435.0,8.56,0.559,Payoya,Goat,Veterinarian intervention
3342,1894,2023-06-01,7.359999999999999,3361,4.06,3.3,23,400.0,8.51,0.56,Payoya,Goat,Veterinarian intervention
3343,1894,2023-06-04,7.16,2651,3.89,3.27,151,474.0,8.44,0.559,Payoya,Goat,Veterinarian intervention
3344,1894,2023-06-10,6.82,2679,3.64,3.18,33,610.0,8.44,0.56,Payoya,Goat,Veterinarian intervention
3345,1894,2023-06-13,7.85,3419,4.43,3.42,103,598.0,8.69,0.571,Payoya,Goat,Veterinarian intervention
3346,1894,2023-06-16,7.65,3473,4.3,3.35,31,582.0,8.54,0.565,Payoya,Goat,Veterinarian intervention
3347,1894,2023-06-19,6.8,2207,3.57,3.23,20,640.0,8.38,0.566,Payoya,Goat,Veterinarian intervention
3656,1894,2023-07-19,6.6,2246,3.31,3.29,35,634.0,8.38,0.565,Payoya,Goat,Veterinarian intervention
3657,1894,2023-07-20,6.61,2674,3.34,3.27,44,653.0,8.32,0.561,Payoya,Goat,Veterinarian intervention
3685,1894,2023-07-21,6.66,2067,3.3,3.36,26,651.0,8.43,0.565,Payoya,Goat,Veterinarian intervention
3686,1894,2023-07-23,7.12,2696,3.72,3.4,32,699.0,8.44,0.566,Payoya,Goat,Veterinarian intervention
3687,1894,2023-07-24,6.98,2123,3.66,3.32,34,608.0,8.42,0.565,Payoya,Goat,Veterinarian intervention
3716,1894,2023-07-26,6.92,2182,3.62,3.3,32,628.0,8.41,0.565,Payoya,Goat,Veterinarian intervention
3924,1894,2023-08-11,6.69,1838,3.53,3.16,25,680.0,8.1,0.557,Payoya,Goat,Veterinarian intervention
3925,1894,2023-08-13,6.57,1599,3.41,3.16,20,631.0,8.16,0.562,Payoya,Goat,Veterinarian intervention
3926,1894,2023-08-14,7.72,894,4.37,3.35,18,718.0,8.6,0.567,Payoya,Goat,Veterinarian intervention
3927,1894,2023-08-16,6.58,2524,3.25,3.33,41,689.0,8.27,0.556,Payoya,Goat,Veterinarian intervention
3883,1894,2023-08-04,6.68,2624,3.41,3.27,32,634.0,8.24,0.557,Payoya,Goat,Veterinarian intervention
3884,1894,2023-08-05,6.84,1509,3.57,3.27,27,613.0,8.26,0.556,Payoya,Goat,Veterinarian intervention
3885,1894,2023-08-07,6.78,1640,3.53,3.25,24,664.0,8.25,0.555,Payoya,Goat,Veterinarian intervention
3886,1894,2023-08-09,6.85,1860,3.63,3.22,28,642.0,8.16,0.557,Payoya,Goat,Veterinarian intervention
3757,1894,2023-07-27,6.48,1961,3.23,3.25,26,656.0,8.24,0.558,Payoya,Goat,Veterinarian intervention
3758,1894,2023-07-28,6.91,2519,3.63,3.28,26,682.0,8.24,0.56,Payoya,Goat,Veterinarian intervention
3759,1894,2023-07-29,6.8,1942,3.53,3.27,22,649.0,8.27,0.562,Payoya,Goat,Veterinarian intervention
3760,1894,2023-07-31,6.72,1831,3.49,3.23,30,678.0,8.21,0.56,Payoya,Goat,Veterinarian intervention
3812,1894,2023-08-02,6.8,3641,3.54,3.26,30,651.0,8.19,0.559,Payoya,Goat,Veterinarian intervention
4058,1894,2023-08-24,7.16,3057,3.8,3.36,40,636.0,8.21,0.558,Payoya,Goat,Veterinarian intervention
4059,1894,2023-08-25,6.95,2414,3.6,3.35,29,628.0,8.27,0.56,Payoya,Goat,Veterinarian intervention
4060,1894,2023-08-28,7.09,2810,3.63,3.46,53,592.0,8.38,0.562,Payoya,Goat,Veterinarian intervention
4143,1894,2023-09-06,7.7,4180,4.0,3.7,38,667.0,8.65,0.558,Payoya,Goat,Veterinarian intervention
4017,1894,2023-08-21,6.9,1902,3.69,3.21,39,665.0,8.21,0.558,Payoya,Goat,Veterinarian intervention
3987,1894,2023-08-18,6.91,2378,3.59,3.32,31,580.0,8.2,0.561,Payoya,Goat,Veterinarian intervention
4123,1894,2023-08-31,7.3,3278,3.7,3.6,40,593.0,8.45,0.56,Payoya,Goat,Veterinarian intervention
4124,1894,2023-09-03,7.32,2693,3.75,3.57,33,585.0,8.45,0.561,Payoya,Goat,Veterinarian intervention
4192,1894,2023-09-08,7.73,4330,3.94,3.79,63,603.0,8.8,0.562,Payoya,Goat,Veterinarian intervention
4193,1894,2023-09-11,7.96,5664,4.1,3.86,77,600.0,8.86,0.559,Payoya,Goat,Veterinarian intervention
4239,1894,2023-09-15,8.24,6446,4.22,4.02,86,660.0,8.95,0.562,Payoya,Goat,Veterinarian intervention
4296,1894,2023-09-22,9.25,8773,4.79,4.46,134,677.0,9.28,0.566,Payoya,Goat,Veterinarian intervention
4268,1894,2023-09-19,8.2,6118,4.17,4.03,79,683.0,8.88,0.551,Payoya,Goat,Veterinarian intervention
4354,1894,2023-09-28,9.13,7180,4.64,4.49,111,670.0,9.55,0.562,Payoya,Goat,Veterinarian intervention
4355,1894,2023-10-01,9.31,7053,4.75,4.56,116,731.0,9.51,0.56,Payoya,Goat,Veterinarian intervention
4386,1894,2023-10-04,9.16,6626,4.77,4.39,113,739.0,9.39,0.561,Payoya,Goat,Veterinarian intervention
4407,1894,2023-10-07,9.26,6648,4.84,4.42,88,776.0,9.45,0.56,Payoya,Goat,Veterinarian intervention
4449,1894,2023-10-10,9.28,7342,4.84,4.44,66,723.0,9.48,0.561,Payoya,Goat,Veterinarian intervention
4468,1894,2023-10-13,9.92,10153,5.23,4.69,73,684.0,9.62,0.563,Payoya,Goat,Veterinarian intervention
4519,1894,2023-10-19,10.89,8958,6.11,4.78,3037,607.0,9.75,0.578,Payoya,Goat,Veterinarian intervention
4545,1894,2023-10-24,11.44,5864,6.67,4.77,3169,559.0,9.86,0.578,Payoya,Goat,Veterinarian intervention
4635,1894,2023-11-03,12.45,7686,7.51,4.94,493,526.0,9.75,0.561,Payoya,Goat,Veterinarian intervention
1813,1867,2022-08-20,10.620000000000001,963,5.87,4.75,26,0.0,10.52,0.567,Assaf,Sheep,1.0
1858,1867,2022-09-05,11.510000000000002,1184,6.61,4.9,35,0.0,10.68,0.575,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
1859,1867,2022-09-03,7.74,1659,4.38,3.36,45,0.0,8.48,0.56,Assaf,Sheep,Veterinarian intervention
1818,1867,2022-08-24,10.55,1180,5.84,4.71,33,0.0,10.43,0.555,Assaf,Sheep,1.0
1819,1867,2022-08-23,10.61,1137,5.91,4.7,431,0.0,10.45,0.56,Assaf,Sheep,Veterinarian intervention
1820,1867,2022-08-22,10.81,1157,6.08,4.73,70,0.0,10.52,0.567,Assaf,Sheep,1.0
1952,1867,2022-09-29,11.74,1325,6.57,5.17,177,0.0,10.65,0.564,Assaf,Sheep,Veterinarian intervention
1953,1867,2022-09-28,11.5,1115,6.36,5.14,30,0.0,10.64,0.571,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
1838,1867,2022-08-27,10.530000000000001,1131,5.8,4.73,23,0.0,10.49,0.566,Assaf,Sheep,1.0
1839,1867,2022-08-25,10.46,1090,5.79,4.67,26,0.0,10.34,0.555,Assaf,Sheep,1.0
1843,1867,2022-08-31,10.71,1489,6.05,4.66,47,0.0,10.41,0.564,Assaf,Sheep,1.0
1844,1867,2022-08-30,10.16,5375,5.55,4.61,677,0.0,10.45,0.576,Assaf,Sheep,Veterinarian intervention
1845,1867,2022-08-29,10.96,1309,6.23,4.73,28,0.0,10.52,0.573,Assaf,Sheep,1.0
1954,1867,2022-09-26,11.67,1210,6.52,5.15,31,0.0,10.78,0.577,Assaf,Sheep,1.0
1860,1867,2022-09-01,10.780000000000001,1038,6.11,4.67,37,0.0,10.4,0.571,Assaf,Sheep,1.0
1904,1867,2022-09-21,11.280000000000001,1295,6.32,4.96,168,0.0,10.41,0.563,Assaf,Sheep,Veterinarian intervention
1905,1867,2022-09-20,11.379999999999999,1384,6.39,4.99,200,0.0,10.5,0.566,Assaf,Sheep,Veterinarian intervention
1765,1867,2022-08-18,10.530000000000001,1198,5.88,4.65,55,0.0,10.41,0.558,Assaf,Sheep,1.0
1766,1867,2022-08-17,9.73,990,5.39,4.34,33,0.0,9.78,0.521,Assaf,Sheep,1.0
1767,1867,2022-08-15,10.58,1201,5.97,4.61,29,0.0,10.49,0.569,Assaf,Sheep,1.0
1768,1867,2022-08-13,9.85,986,5.55,4.3,26,0.0,9.78,0.522,Assaf,Sheep,1.0
1769,1867,2022-08-11,10.510000000000002,1419,5.94,4.57,50,0.0,10.34,0.559,Assaf,Sheep,1.0
1770,1867,2022-08-10,9.9,900,5.69,4.21,66,0.0,9.68,0.517,Assaf,Sheep,1.0
1771,1867,2022-08-09,10.49,789,6.08,4.41,41,0.0,10.13,0.546,Assaf,Sheep,1.0
1772,1867,2022-08-08,10.530000000000001,1022,5.95,4.58,25,0.0,10.44,0.568,Assaf,Sheep,1.0
1773,1867,2022-08-06,10.129999999999999,1035,5.59,4.54,39,0.0,10.33,0.559,Assaf,Sheep,1.0
1774,1867,2022-08-04,10.34,1005,5.88,4.46,39,639.0,10.18,0.556,Assaf,Sheep,Veterinarian intervention
1775,1867,2022-08-03,10.399999999999999,1222,5.85,4.55,30,0.0,10.26,0.554,Assaf,Sheep,1.0
1776,1867,2022-08-02,10.33,1118,5.79,4.54,30,0.0,10.23,0.554,Assaf,Sheep,1.0
1777,1867,2022-08-01,10.61,844,5.95,4.66,28,0.0,10.45,0.565,Assaf,Sheep,1.0
1778,1867,2022-07-29,10.48,1020,5.84,4.64,35,0.0,10.49,0.57,Assaf,Sheep,1.0
1779,1867,2022-07-28,10.73,1407,6.14,4.59,32,0.0,10.42,0.566,Assaf,Sheep,1.0
1780,1867,2022-07-27,10.5,1234,6.07,4.43,30,0.0,10.31,0.565,Assaf,Sheep,1.0
1781,1867,2022-07-26,10.23,0,5.87,4.36,27,0.0,10.26,0.564,Assaf,Sheep,1.0
1782,1867,2022-07-25,10.620000000000001,0,6.05,4.57,31,0.0,10.53,0.575,Assaf,Sheep,1.0
2026,1867,2022-10-31,11.21,1526,6.33,4.88,37,0.0,10.5,0.571,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2027,1867,2022-10-29,10.97,1158,6.15,4.82,35,0.0,10.43,0.576,Assaf,Sheep,1.0
2028,1867,2022-10-27,10.9,1089,6.11,4.79,26,0.0,10.3,0.561,Assaf,Sheep,1.0
2033,1867,2022-11-02,11.120000000000001,1247,6.34,4.78,42,0.0,10.27,0.56,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2084,1867,2022-11-19,11.89,1095,6.85,5.04,59,0.0,10.69,0.568,Assaf,Sheep,1.0
2071,1867,2022-11-17,11.55,1131,6.51,5.04,40,0.0,10.65,0.563,Assaf,Sheep,1.0
2072,1867,2022-11-16,11.47,1141,6.49,4.98,44,0.0,10.53,0.558,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2073,1867,2022-11-14,11.52,913,6.38,5.14,48,0.0,10.85,0.573,Assaf,Sheep,1.0
2137,1867,2022-12-05,12.78,1032,7.27,5.51,51,0.0,11.18,0.586,Assaf,Sheep,"[38, 40, 42]"
2138,1867,2022-12-03,12.48,1069,7.12,5.36,71,0.0,10.92,0.571,Assaf,Sheep,"[38, 40, 42]"
2146,1867,2022-12-06,12.41,1213,7.06,5.35,83,0.0,10.94,0.568,Assaf,Sheep,"[38, 40, 42]"
2161,1867,2022-12-12,12.64,1087,7.28,5.36,48,0.0,10.99,0.572,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2162,1867,2022-12-10,12.600000000000001,1449,7.19,5.41,60,0.0,11.02,0.577,Assaf,Sheep,"[38, 40, 42]"
2163,1867,2022-12-08,12.77,1256,7.37,5.4,154,0.0,11.04,0.576,Assaf,Sheep,Veterinarian intervention
2193,1867,2022-12-27,12.5,1472,6.94,5.56,29,0.0,11.23,0.583,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2194,1867,2022-12-24,12.18,1591,6.77,5.41,42,0.0,11.06,0.576,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2198,1867,2022-12-29,11.88,1457,6.69,5.19,29,0.0,10.68,0.557,Assaf,Sheep,1.0
2199,1867,2022-12-28,11.7,1517,6.52,5.18,34,0.0,10.62,0.551,Assaf,Sheep,1.0
2205,1867,2022-12-31,12.07,1146,6.83,5.24,28,0.0,10.86,0.576,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2210,1867,2023-01-04,12.41,1523,6.83,5.58,66,0.0,11.12,0.578,Assaf,Sheep,"[38, 40, 42]"
2211,1867,2023-01-03,12.95,1526,7.28,5.67,58,0.0,11.27,0.588,Assaf,Sheep,"[38, 40, 42]"
2177,1867,2022-12-19,12.629999999999999,1540,7.13,5.5,62,0.0,11.19,0.582,Assaf,Sheep,"[38, 40, 42]"
2178,1867,2022-12-17,12.39,1393,6.98,5.41,28,0.0,11.07,0.579,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2226,1867,2023-01-12,11.49,1255,6.33,5.16,72,0.0,10.69,0.557,Assaf,Sheep,"[38, 40, 42]"
2227,1867,2023-01-11,11.809999999999999,1231,6.51,5.3,65,0.0,10.92,0.568,Assaf,Sheep,"[38, 40, 42]"
2245,1867,2023-01-19,11.280000000000001,1179,6.12,5.16,87,0.0,10.84,0.566,Assaf,Sheep,1.0
2246,1867,2023-01-18,11.2,1101,6.06,5.14,113,0.0,10.8,0.567,Assaf,Sheep,Veterinarian intervention
2247,1867,2023-01-17,11.07,1001,6.04,5.03,60,0.0,10.61,0.556,Assaf,Sheep,1.0
2282,1867,2023-02-02,11.01,1165,6.17,4.84,50,0.0,10.54,0.565,Assaf,Sheep,1.0
2283,1867,2023-02-01,11.27,1027,6.28,4.99,46,0.0,10.75,0.571,Assaf,Sheep,1.0
2186,1867,2022-12-22,11.79,1345,6.56,5.23,49,0.0,10.8,0.56,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2187,1867,2022-12-21,12.04,1382,6.79,5.25,43,0.0,10.8,0.561,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2265,1867,2023-01-26,11.280000000000001,938,6.34,4.94,45,0.0,10.59,0.561,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2266,1867,2023-01-25,11.34,939,6.36,4.98,22,0.0,10.63,0.567,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2284,1867,2023-01-31,11.370000000000001,1044,6.32,5.05,34,0.0,10.85,0.575,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2272,1867,2023-01-30,11.3,1050,6.26,5.04,40,0.0,10.73,0.571,Assaf,Sheep,1.0
2273,1867,2023-01-28,11.42,1098,6.35,5.07,36,0.0,10.79,0.579,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2528,1867,2023-02-20,10.46,1021,5.63,4.83,27,0.0,10.79,0.582,Assaf,Sheep,1.0
2529,1867,2023-02-18,10.370000000000001,771,5.75,4.62,19,0.0,10.43,0.565,Assaf,Sheep,1.0
2535,1867,2023-02-23,10.46,980,5.68,4.78,43,0.0,10.64,0.571,Assaf,Sheep,1.0
2536,1867,2023-02-21,10.46,957,5.65,4.81,31,0.0,10.72,0.577,Assaf,Sheep,1.0
2258,1867,2023-01-23,11.440000000000001,1006,6.28,5.16,36,0.0,10.84,0.572,Assaf,Sheep,1.0
2259,1867,2023-01-21,10.96,790,5.7,5.26,22,0.0,11.01,0.578,Assaf,Sheep,1.0
2290,1867,2023-02-06,11.190000000000001,1115,6.25,4.94,24,0.0,10.65,0.577,Assaf,Sheep,1.0
2291,1867,2023-02-04,11.24,950,6.3,4.94,35,0.0,10.7,0.576,Assaf,Sheep,"[38, 39, 40, 42, 46, 47]"
2304,1867,2023-02-09,10.35,820,5.8,4.55,34,0.0,10.09,0.542,Assaf,Sheep,1.0
2305,1867,2023-02-08,10.85,999,6.05,4.8,35,0.0,10.49,0.565,Assaf,Sheep,1.0
2306,1867,2023-02-07,10.870000000000001,1062,6.07,4.8,32,0.0,10.45,0.563,Assaf,Sheep,1.0
2623,1867,2023-03-09,10.79,959,6.03,4.76,47,0.0,10.67,0.578,Assaf,Sheep,1.0
2624,1867,2023-03-07,10.7,873,5.95,4.75,72,0.0,10.66,0.577,Assaf,Sheep,1.0
2733,1867,2023-04-03,10.9,1178,6.08,4.82,36,0.0,10.54,0.575,Assaf,Sheep,1.0
2740,1867,2023-04-04,10.93,1101,6.15,4.78,70,0.0,10.55,0.58,Assaf,Sheep,1.0
2727,1867,2023-03-30,10.9,1062,5.98,4.92,682,0.0,10.74,0.585,Assaf,Sheep,Veterinarian intervention
2728,1867,2023-03-28,10.719999999999999,1045,5.88,4.84,187,0.0,10.62,0.578,Assaf,Sheep,Veterinarian intervention
2848,1867,2023-04-13,10.92,1065,5.97,4.95,899,0.0,10.72,0.581,Assaf,Sheep,Veterinarian intervention
