Id,ManagementAreaId,SampleDate,Fat,Protein,ES,EQ,Bacteria,SomaticCellCount,Urea,FreezingPoint
3436-6,1898,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-7,1901,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-8,1903,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-9,1902,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-10,1905,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-11,1906,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-12,1908,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-13,1907,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-14,1909,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-15,1910,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-16,1911,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-17,1912,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3436-18,1917,2023-07-06,5.85,4.74,10.46,10.59,2945,1100,0.0,0.58
3437-0,750,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-1,1524,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-2,1894,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-3,1867,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-4,1892,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-5,1893,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-6,1898,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-7,1901,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-8,1903,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-9,1902,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-10,1905,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-11,1906,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-12,1908,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-13,1907,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-14,1909,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-15,1910,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-16,1911,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-17,1912,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3437-18,1917,2023-07-04,5.9,4.64,10.43,10.54,25,928,0.0,0.58
3589-0,750,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-1,1524,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-2,1894,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-3,1867,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-4,1892,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-5,1893,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-6,1898,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-7,1901,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-8,1903,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-9,1902,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-10,1905,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-11,1906,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-12,1908,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-13,1907,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-14,1909,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-15,1910,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-16,1911,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-17,1912,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3589-18,1917,2023-07-13,5.67,4.65,10.44,10.32,715,1019,0.0,0.586
3590-0,750,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-1,1524,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-2,1894,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-3,1867,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-4,1892,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-5,1893,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-6,1898,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-7,1901,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-8,1903,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-9,1902,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-10,1905,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-11,1906,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-12,1908,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-13,1907,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-14,1909,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-15,1910,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-16,1911,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-17,1912,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3590-18,1917,2023-07-11,5.77,4.77,10.55,10.54,28,855,0.0,0.585
3702-0,750,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-1,1524,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-2,1894,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-3,1867,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-4,1892,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-5,1893,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-6,1898,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-7,1901,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-8,1903,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-9,1902,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-10,1905,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-11,1906,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-12,1908,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-13,1907,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-14,1909,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-15,1910,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-16,1911,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-17,1912,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3702-18,1917,2023-07-22,6.08,4.66,10.37,10.74,0,849,0.0,0.578
3790-0,750,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-1,1524,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-2,1894,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-3,1867,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-4,1892,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-5,1893,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-6,1898,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-7,1901,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-8,1903,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-9,1902,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-10,1905,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-11,1906,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-12,1908,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-13,1907,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-14,1909,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-15,1910,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-16,1911,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-17,1912,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
3790-18,1917,2023-07-29,6.06,4.86,10.5,10.92,0,1220,0.0,0.581
1783-0,750,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-1,1524,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-2,1894,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-3,1867,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-4,1892,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-5,1893,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-6,1898,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-7,1901,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-8,1903,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-9,1902,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-10,1905,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-11,1906,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-12,1908,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-13,1907,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-14,1909,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-15,1910,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-16,1911,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-17,1912,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1783-18,1917,2022-07-23,5.85,4.48,10.41,10.33,27,0,0.0,0.574
1784-0,750,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-1,1524,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-2,1894,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-3,1867,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-4,1892,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-5,1893,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-6,1898,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-7,1901,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-8,1903,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-9,1902,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-10,1905,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-11,1906,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-12,1908,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-13,1907,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-14,1909,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-15,1910,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-16,1911,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-17,1912,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1784-18,1917,2022-07-21,5.75,4.48,10.31,10.23,25,0,0.0,0.569
1973-0,750,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-1,1524,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-2,1894,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-3,1867,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-4,1892,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-5,1893,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-6,1898,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-7,1901,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-8,1903,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-9,1902,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-10,1905,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-11,1906,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-12,1908,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-13,1907,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-14,1909,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-15,1910,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-16,1911,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-17,1912,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1973-18,1917,2022-10-05,6.73,5.06,10.56,11.79,30,1222,0.0,0.57
1974-0,750,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-1,1524,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-2,1894,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-3,1867,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-4,1892,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-5,1893,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-6,1898,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-7,1901,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-8,1903,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-9,1902,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-10,1905,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-11,1906,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-12,1908,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-13,1907,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-14,1909,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-15,1910,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-16,1911,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-17,1912,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1974-18,1917,2022-10-04,6.65,4.99,10.42,11.64,26,1092,0.0,0.563
1990-0,750,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-1,1524,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-2,1894,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-3,1867,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-4,1892,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-5,1893,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-6,1898,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-7,1901,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-8,1903,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-9,1902,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-10,1905,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-11,1906,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-12,1908,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-13,1907,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-14,1909,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-15,1910,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-16,1911,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-17,1912,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1990-18,1917,2022-10-13,6.57,4.99,10.56,11.56,32,1349,0.0,0.57
1991-0,750,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-1,1524,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-2,1894,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-3,1867,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-4,1892,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-5,1893,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-6,1898,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-7,1901,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-8,1903,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-9,1902,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-10,1905,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-11,1906,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-12,1908,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-13,1907,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-14,1909,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-15,1910,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-16,1911,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-17,1912,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
1991-18,1917,2022-10-12,6.48,5.02,10.61,11.5,43,1267,0.0,0.572
2004-0,750,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-1,1524,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-2,1894,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-3,1867,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-4,1892,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-5,1893,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-6,1898,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-7,1901,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-8,1903,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-9,1902,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-10,1905,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-11,1906,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-12,1908,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-13,1907,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-14,1909,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-15,1910,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-16,1911,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-17,1912,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2004-18,1917,2022-10-20,5.23,3.89,8.53,9.12,30,1153,0.0,0.461
2005-0,750,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-1,1524,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-2,1894,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-3,1867,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-4,1892,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-5,1893,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-6,1898,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-7,1901,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-8,1903,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-9,1902,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-10,1905,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-11,1906,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-12,1908,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-13,1907,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-14,1909,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-15,1910,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-16,1911,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-17,1912,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2005-18,1917,2022-10-19,6.47,4.87,10.36,11.34,39,1310,0.0,0.566
2006-0,750,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-1,1524,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-2,1894,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-3,1867,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-4,1892,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-5,1893,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-6,1898,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-7,1901,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-8,1903,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-9,1902,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-10,1905,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-11,1906,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-12,1908,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-13,1907,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-14,1909,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-15,1910,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-16,1911,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-17,1912,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
2006-18,1917,2022-10-18,6.14,4.82,10.23,10.96,24,1254,0.0,0.556
1862-0,750,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-1,1524,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-2,1894,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-3,1867,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-4,1892,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-5,1893,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-6,1898,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-7,1901,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-8,1903,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-9,1902,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-10,1905,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-11,1906,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-12,1908,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-13,1907,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-14,1909,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-15,1910,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-16,1911,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-17,1912,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1862-18,1917,2022-09-06,6.18,4.94,10.65,11.12,22,968,0.0,0.573
1648-0,750,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-1,1524,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-2,1894,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-3,1867,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-4,1892,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-5,1893,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-6,1898,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-7,1901,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-8,1903,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-9,1902,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-10,1905,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-11,1906,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-12,1908,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-13,1907,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-14,1909,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-15,1910,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-16,1911,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-17,1912,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1648-18,1917,2022-07-13,6.05,4.49,10.43,10.54,30,1217,0.0,0.572
1649-0,750,2022-07-11,6.12,4.48,10.43,10.6,46,1634,0.0,0.574
1649-1,1524,2022-07-11,6.12,4.48,10.43,10.6,46,1634,0.0,0.574
